url,title,breadcrumbs,tags,img_url,description,additional_img_urls,local_img_url,local_additional_img_urls
https://www.adl.org/resources/hate-symbol/18,18,"['Hate on Display', '18']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/18-numeric-1.jpg.webp,"['18 is a white supremacist alphanumeric code for Adolf Hitler (1=A and 8=H). It is most commonly associated with the British white supremacist group Combat 18 or C18. Occasionally, Combat 18 cells appear in the United States, but they tend to be small and short-lived.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/18-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/18-numeric-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/18-numeric-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/18-numeric-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/18-numeric-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/18-numeric-7.jpg.webp']",18_1.webp,"['18_2.webp', '18_3.webp', '18_4.webp', '18_5.webp', '18_6.webp', '18_7.webp']"
https://www.adl.org/resources/hate-symbol/21-2-12,21-2-12,"['Hate on Display', '21-2-12']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/21-2-12-numeric-1.jpg.webp,"['Members of the Unforgiven, a Florida-based racist prison gang, use the numeric symbol 21-2-12 as a sort of slogan. Substituting letters for numbers, 21 stands for U (""Unity""), 2 stands for B (""Brotherhood"") and 12 stands for L (""Loyalty"").']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/21-2-12-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/21-2-12-numeric-3.jpg.webp']",21-2-12_1.webp,"['21-2-12_2.webp', '21-2-12_3.webp']"
https://www.adl.org/resources/hate-symbol/211-crew,211 Crew,"['Hate on Display', '211 Crew']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/211-crew-1.jpg.webp,"['Group Status: Active', 'The 211 Crew is a large racist prison gang based in Colorado. Its main tattoo (or ""shield"" or ""patch"") is a complex triangular symbol made out of interlocking arms, with hands grasping lightning bolts and the number 211 in the center.\xa0 According to law enforcement, the name of the gang originated from the California penal code for robbery.\xa0 However, members claim that 211 is a numeric code for BAA, which stands for Brotherhood of Aryan Alliance.']",['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/211-crew-2.jpg.webp'],211_Crew_1.webp,['211_Crew_2.webp']
https://www.adl.org/resources/hate-symbol/23-hand-sign,23 (hand sign),"['Hate on Display', '23 (hand sign)']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/23-hand-sign-1.jpg.webp,"['White supremacists, primarily on the West Coast, may use a two-handed hand sign consisting of one hand showing or flashing two fingers and the other hand showing or flashing three fingers. Together, they signify the number 23, a numeric symbol for W (""White""). This itself is often shorthand for the numeric symbol 23/16, which stands for ""White Power.""']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/23-hand-sign-2a.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/23-hand-sign-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/23-hand-sign-4a-1.jpg.webp']",23_(hand_sign)_1.webp,"['23_(hand_sign)_2.webp', '23_(hand_sign)_3.webp', '23_(hand_sign)_4.webp']"
https://www.adl.org/resources/hate-symbol/2316,23/16,"['Hate on Display', '23/16']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/2316-numeric-1.jpg.webp,"['The number combination 23/16 is a numeric symbol used by white supremacists, particularly common on the West Coast. Substituting letters for numbers, the 23/16 equates to W/P or ""White Power."" Occasionally the number 23 appears by itself, as a condensed version. Sometimes the combination is rendered as 16/23, in which case it is usually intended to mean P/W for ""peckerwood.""']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/2316-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/2316-numeric-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/2316-numeric-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/2316-numeric-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/2316-numeric-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/2316-numeric-7.jpg.webp']",23_16_1.webp,"['23_16_2.webp', '23_16_3.webp', '23_16_4.webp', '23_16_5.webp', '23_16_6.webp', '23_16_7.webp']"
https://www.adl.org/resources/hate-symbol/28,28,"['Hate on Display', '28']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/28-numeric-1.jpg.webp,"['28 is the white supremacist alphanumeric code for Blood & Honour (2=B and 8=H), an international racist skinhead group that began in Great Britain in the 1980s.\xa0']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/28-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/28-numeric-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/28-numeric-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/28-numeric-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/28-numeric-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/28-numeric-7.jpg.webp']",28_1.webp,"['28_2.webp', '28_3.webp', '28_4.webp', '28_5.webp', '28_6.webp', '28_7.webp']"
https://www.adl.org/resources/hate-symbol/311,311,"['Hate on Display', '311']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/311-numeric-1.jpg.webp,"['The eleventh letter of the alphabet is the letter ""K""; thus 3 times 11 equals ""KKK,"" or Ku Klux Klan. The number 311 is sometimes used as a greeting to demonstrate membership in the KKK or simply sympathy with the Klan and its ideology.', 'There is also a longstanding rock band from Nebraska that uses the name ""311."" This is not a hate-oriented band and should not be mistaken as such.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/311-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/311-numeric-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/311-numeric-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/311-numeric-5.jpg.webp']",311_1.webp,"['311_2.webp', '311_3.webp', '311_4.webp', '311_5.webp']"
https://www.adl.org/resources/hate-symbol/318,318,"['Hate on Display', '318']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/318-numeric-1.jpg.webp,"['The number 318 is a white supremacist numeric symbol. The 3 in the symbol is a numeric substitution for the letter C, thus making the symbol C18 or C-18. This in itself is code for a British white supremacist group, Combat 18, that occasionally has a presence in the United States. The 18 in its name is another numeric substitution symbol standing for Adolf Hitler. In the United States, 318 is most commonly associated with the Aryan Terror Brigade, a racist skinhead group that claims an affiliation with Combat 18. One variation on this symbol is 8318, which stands for ""Hail Combat 18.""']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/8318-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/318-numeric-3-1.jpg.webp']",318_1.webp,"['318_2.webp', '318_3.webp']"
https://www.adl.org/resources/hate-symbol/336,33/6,"['Hate on Display', '33/6']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/33-6-numeric-1.jpg.webp,"['The number 33 is used by Ku Klux Klan adherents to signify the Ku Klux Klan. Since the 11th letter of the alphabet is K, three Ks signify ""KKK"" or the Ku Klux Klan. When using this reference, Klan members will frequently add the number 6 at the end, as in 33/6, because they think the Klan is currently in its sixth historical ""era."" Less commonly, some holdouts may still use the numeric code 33/5.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/33-6-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/33-6-numeric-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/33-6-numeric-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/33-6-numeric-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/33-6-numeric-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/33-6-numeric-7.jpg.webp']",33_6_1.webp,"['33_6_2.webp', '33_6_3.webp', '33_6_4.webp', '33_6_5.webp', '33_6_6.webp', '33_6_7.webp']"
https://www.adl.org/resources/hate-symbol/38,38,"['Hate on Display', '38']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/38-numeric-1.jpg.webp,"['The number 38 is used as a numeric symbol by members of the Hammerskins, a racist skinhead group. Substituting letters for numbers, 38 stands for CH or ""Crossed Hammers,"" a reference to the crossed hammers of the group\'s logo. The most common use of this numeric symbol is with Crew 38, a Hammerskin ""support"" group consisting of female associates of the group as well as males interested in becoming members. A variation on the symbol is 838, which stands for ""Hail Crossed Hammers.""']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/38-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/38-numeric-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/38-numeric-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/38-numeric-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/38-numeric-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/38-numeric-7.jpg.webp']",38_1.webp,"['38_2.webp', '38_3.webp', '38_4.webp', '38_5.webp', '38_6.webp', '38_7.webp']"
https://www.adl.org/resources/hate-symbol/43,43,"['Hate on Display', '43']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/43-numeric-1.jpg.webp,"[""The number 43 is a numeric symbol used by members of the racist skinhead group Supreme White Alliance (SWA). If one substitutes numbers for the letters in SWA's initials (19, 23, 1), then adds those numbers together, the total is 43.""]","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/43-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/43-numeric-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/43-numeric-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/43-numeric-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/43-numeric-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/43-numeric-7.jpg.webp']",43_1.webp,"['43_2.webp', '43_3.webp', '43_4.webp', '43_5.webp', '43_6.webp', '43_7.webp']"
https://www.adl.org/resources/hate-symbol/5-words,5 Words,"['Hate on Display', '5 Words']",['Hate Slogans/Slang Terms'],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/5-words-1.jpg.webp,"['5 Words is a reference to a white supremacist slogan: ""I have nothing to say.""\xa0 In the late 1990s, white supremacists Tom Metzger and Alex Curtis popularized this phrase, which they claim should be the only words white supremacists should ever speak to the police.']",['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/5-words-2.jpg.webp'],5_Words_1.webp,['5_Words_2.webp']
https://www.adl.org/resources/hate-symbol/511,511,"['Hate on Display', '511']",[],https://www.adl.org/sites/default/files/styles/wide/public/images/combating-hate/hate-on-display/c/511-numeric-1.jpg.webp,"['The number 511 is a numeric symbol for the Oregon-based racist prison gang European Kindred. Substituting letters for numbers, the 5 and 11 equate to E and K, i.e., European Kindred.']","['https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/511-numeric-2.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/511-numeric-3.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/511-numeric-4.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/511-numeric-5.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/511-numeric-6.jpg.webp', 'https://www.adl.org/sites/default/files/styles/content_card_image_large/public/images/combating-hate/hate-on-display/c/511-numeric-7.jpg.webp']",511_1.webp,"['511_2.webp', '511_3.webp', '511_4.webp', '511_5.webp', '511_6.webp', '511_7.webp']"
